[WARNING] Deprecated '--logger=capnslog' flag is set; use '--logger=zap' flag instead
2022-05-30 01:38:15.064756 I | etcdmain: etcd Version: 3.4.13
2022-05-30 08:00:20.827789 W | etcdserver: read-only range request "key:\"/registry/pods/sonobuoy/sonobuoy-e2e-job-8e0fe1b369e84dc8\" " with result "range_response_count:1 size:8691" took too long (374.025139ms) to execute
2022-05-30 08:00:20.828553 W | etcdserver: request "header:<ID:5991336796232053602 username:\"kube-apiserver-etcd-client\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/events/replication-controller-3748/condition-test.16f3d31f88f5f148\" mod_revision:0 > success:<request_put:<key:\"/registry/events/replication-controller-3748/condition-test.16f3d31f88f5f148\" value_size:799 lease:5991336796232053014 >> failure:<>>" with result "size:18" took too long (255.658519ms) to execute
2022-05-30 08:00:20.828843 W | etcdserver: read-only range request "key:\"/registry/csidrivers/\" range_end:\"/registry/csidrivers0\" count_only:true " with result "range_response_count:0 size:6" took too long (216.671453ms) to execute
2022-05-30 08:00:20.829174 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:604" took too long (206.200767ms) to execute
2022-05-30 08:00:21.281870 W | etcdserver: request "header:<ID:5991336796232053609 username:\"kube-apiserver-etcd-client\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/controllers/replication-controller-3748/condition-test\" mod_revision:67070 > success:<request_put:<key:\"/registry/controllers/replication-controller-3748/condition-test\" value_size:1491 >> failure:<request_range:<key:\"/registry/controllers/replication-controller-3748/condition-test\" > >>" with result "size:18" took too long (118.965609ms) to execute
2022-05-30 08:00:21.283627 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:509" took too long (437.353939ms) to execute
2022-05-30 08:00:21.289051 W | etcdserver: read-only range request "key:\"/registry/health\" " with result "range_response_count:0 size:6" took too long (154.225962ms) to execute
2022-05-30 08:00:21.519775 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:577" took too long (120.726871ms) to execute
2022-05-30 08:00:21.968676 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2022-05-30 08:00:22.137357 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-scheduler\" " with result "range_response_count:1 size:482" took too long (605.355314ms) to execute
2022-05-30 08:00:23.358789 W | etcdserver: read-only range request "key:\"/registry/replicasets/gc-384/simpletest.deployment-7c5756448c\" " with result "range_response_count:1 size:1959" took too long (462.224837ms) to execute
2022-05-30 08:00:23.360289 W | etcdserver: request "header:<ID:5991336796232053657 username:\"kube-apiserver-etcd-client\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/deployments/gc-384/simpletest.deployment\" mod_revision:67100 > success:<request_put:<key:\"/registry/deployments/gc-384/simpletest.deployment\" value_size:1979 >> failure:<request_range:<key:\"/registry/deployments/gc-384/simpletest.deployment\" > >>" with result "size:18" took too long (202.610084ms) to execute
2022-05-30 08:00:23.361287 W | etcdserver: read-only range request "key:\"/registry/pods/gc-384/simpletest.deployment-7c5756448c-5bm96\" " with result "range_response_count:1 size:1644" took too long (460.705829ms) to execute
2022-05-30 08:00:23.362825 W | etcdserver: read-only range request "key:\"/registry/health\" " with result "range_response_count:0 size:6" took too long (205.03187ms) to execute
2022-05-30 08:00:23.364714 W | etcdserver: read-only range request "key:\"/registry/replicasets/gc-384/\" range_end:\"/registry/replicasets/gc-3840\" " with result "range_response_count:1 size:1959" took too long (146.002552ms) to execute
2022-05-30 08:00:23.737000 W | etcdserver: request "header:<ID:5991336796232053664 username:\"kube-apiserver-etcd-client\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" mod_revision:67081 > success:<request_put:<key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" value_size:514 >> failure:<request_range:<key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" > >>" with result "size:18" took too long (127.3767ms) to execute
2022-05-30 08:00:23.737397 W | etcdserver: read-only range request "key:\"/registry/replicasets/gc-384/simpletest.deployment-7c5756448c\" " with result "range_response_count:1 size:1959" took too long (355.379352ms) to execute
2022-05-30 08:00:23.737837 W | etcdserver: read-only range request "key:\"/registry/replicasets/gc-384/simpletest.deployment-7c5756448c\" " with result "range_response_count:1 size:1959" took too long (354.362398ms) to execute
2022-05-30 08:00:23.739046 W | etcdserver: read-only range request "key:\"/registry/events/configmap-1604/\" range_end:\"/registry/events/configmap-16040\" " with result "range_response_count:4 size:3636" took too long (353.984924ms) to execute
2022-05-30 08:00:24.050018 W | etcdserver: read-only range request "key:\"/registry/deployments/gc-384/simpletest.deployment\" " with result "range_response_count:1 size:2055" took too long (119.584082ms) to execute
2022-05-30 08:00:24.484995 W | etcdserver: read-only range request "key:\"/registry/events/configmap-1604/pod-configmaps-d64f7770-a430-4385-834d-36a0d1f889d1.16f3d31de427a2e9\" " with result "range_response_count:1 size:947" took too long (433.130797ms) to execute
2022-05-30 08:00:24.485957 W | etcdserver: request "header:<ID:5991336796232053674 username:\"kube-apiserver-etcd-client\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/deployments/gc-384/simpletest.deployment\" mod_revision:67114 > success:<request_put:<key:\"/registry/deployments/gc-384/simpletest.deployment\" value_size:1999 >> failure:<request_range:<key:\"/registry/deployments/gc-384/simpletest.deployment\" > >>" with result "size:18" took too long (152.240182ms) to execute
2022-05-30 08:00:24.967774 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:577" took too long (818.181337ms) to execute
2022-05-30 08:00:24.968107 W | etcdserver: read-only range request "key:\"/registry/health\" " with result "range_response_count:0 size:6" took too long (833.3486ms) to execute
2022-05-30 08:00:24.968217 W | etcdserver: read-only range request "key:\"/registry/deployments/gc-384/\" range_end:\"/registry/deployments/gc-3840\" " with result "range_response_count:1 size:2075" took too long (906.138844ms) to execute
2022-05-30 08:00:24.968356 W | etcdserver: request "header:<ID:5991336796232053676 username:\"kube-apiserver-etcd-client\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/replicasets/gc-384/simpletest.deployment-7c5756448c\" mod_revision:67108 > success:<request_put:<key:\"/registry/replicasets/gc-384/simpletest.deployment-7c5756448c\" value_size:1594 >> failure:<request_range:<key:\"/registry/replicasets/gc-384/simpletest.deployment-7c5756448c\" > >>" with result "size:18" took too long (140.193718ms) to execute
2022-05-30 08:00:24.975318 W | etcdserver: read-only range request "key:\"/registry/events/configmap-1604/pod-configmaps-d64f7770-a430-4385-834d-36a0d1f889d1.16f3d31de427a2e9\" " with result "range_response_count:1 size:947" took too long (477.65358ms) to execute
2022-05-30 08:00:25.256570 W | etcdserver: read-only range request "key:\"/registry/deployments/gc-384/simpletest.deployment\" " with result "range_response_count:1 size:2009" took too long (273.986406ms) to execute
2022-05-30 08:00:25.923660 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:604" took too long (171.225387ms) to execute
2022-05-30 08:00:25.924286 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-scheduler\" " with result "range_response_count:1 size:482" took too long (658.940384ms) to execute
2022-05-30 08:00:25.924504 W | etcdserver: read-only range request "key:\"/registry/events/configmap-1604/pod-configmaps-d64f7770-a430-4385-834d-36a0d1f889d1.16f3d31e30e9c4ba\" " with result "range_response_count:1 size:903" took too long (659.8886ms) to execute
2022-05-30 08:00:25.926008 W | etcdserver: read-only range request "key:\"/registry/health\" " with result "range_response_count:0 size:6" took too long (778.257071ms) to execute
2022-05-30 08:00:25.926872 W | etcdserver: read-only range request "key:\"/registry/deployments/gc-384/\" range_end:\"/registry/deployments/gc-3840\" " with result "range_response_count:1 size:2009" took too long (442.392822ms) to execute
2022-05-30 08:00:25.926897 W | etcdserver: read-only range request "key:\"/registry/pods/sonobuoy/sonobuoy-e2e-job-8e0fe1b369e84dc8\" " with result "range_response_count:1 size:8691" took too long (470.315066ms) to execute
2022-05-30 08:00:25.927145 W | etcdserver: read-only range request "key:\"/registry/deployments/gc-384/simpletest.deployment\" " with result "range_response_count:1 size:2009" took too long (517.434126ms) to execute
2022-05-30 08:00:26.274105 W | etcdserver: read-only range request "key:\"/registry/deployments/gc-384/simpletest.deployment\" " with result "range_response_count:1 size:2009" took too long (339.387634ms) to execute
2022-05-30 08:00:26.300446 W | etcdserver: request "header:<ID:5991336796232053692 username:\"kube-apiserver-etcd-client\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/events/configmap-1604/pod-configmaps-d64f7770-a430-4385-834d-36a0d1f889d1.16f3d31e30e9c4ba\" mod_revision:67020 > success:<request_delete_range:<key:\"/registry/events/configmap-1604/pod-configmaps-d64f7770-a430-4385-834d-36a0d1f889d1.16f3d31e30e9c4ba\" > > failure:<request_range:<key:\"/registry/events/configmap-1604/pod-configmaps-d64f7770-a430-4385-834d-36a0d1f889d1.16f3d31e30e9c4ba\" > >>" with result "size:20" took too long (198.444387ms) to execute
2022-05-30 08:00:26.304156 W | etcdserver: read-only range request "key:\"/registry/deployments/gc-384/\" range_end:\"/registry/deployments/gc-3840\" " with result "range_response_count:0 size:6" took too long (318.455673ms) to execute
2022-05-30 08:00:26.378766 W | etcdserver: read-only range request "key:\"/registry/health\" " with result "range_response_count:0 size:6" took too long (240.1437ms) to execute
2022-05-30 08:00:26.961939 W | etcdserver: read-only range request "key:\"/registry/pods/sonobuoy/\" range_end:\"/registry/pods/sonobuoy0\" " with result "range_response_count:3 size:22356" took too long (165.968282ms) to execute
2022-05-30 08:00:26.962464 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/configmap-1604/default\" " with result "range_response_count:1 size:226" took too long (438.460201ms) to execute
2022-05-30 08:00:26.962770 W | etcdserver: read-only range request "key:\"/registry/deployments/\" range_end:\"/registry/deployments0\" count_only:true " with result "range_response_count:0 size:8" took too long (203.699695ms) to execute
2022-05-30 08:00:26.963159 W | etcdserver: read-only range request "key:\"/registry/secrets/configmap-1604/\" range_end:\"/registry/secrets/configmap-16040\" " with result "range_response_count:0 size:6" took too long (439.182691ms) to execute
2022-05-30 08:00:27.486379 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/configmap-1604/default\" " with result "range_response_count:1 size:190" took too long (514.348317ms) to execute
2022-05-30 08:00:27.486493 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/configmap-1604/default\" " with result "range_response_count:1 size:190" took too long (515.869289ms) to execute
2022-05-30 08:00:27.486577 W | etcdserver: read-only range request "key:\"/registry/namespaces/job-1816\" " with result "range_response_count:1 size:1852" took too long (221.963353ms) to execute
2022-05-30 08:00:27.486658 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:258" took too long (285.594047ms) to execute
2022-05-30 08:00:27.486724 W | etcdserver: read-only range request "key:\"/registry/health\" " with result "range_response_count:0 size:6" took too long (351.787463ms) to execute
